id,law_name,article,category,issued_date_raw,issued_date,document_no,title,start_printed_page,end_printed_page,start_physical_page,end_physical_page,keywords,source_quality,completeness_note,body,drive_url,source_url,list_url
interp-0611,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,115-02-12,2026-02-12,,有關醫事人員接受繼續教育時間納入工時及給予公假說明,,,,,護理師、護士、繼續教育,完整附件公文,官方網頁附件已抽出正式函文，尾端含正本、副本、頁碼或署名等公文結尾資訊。,"[附件PDF第 1 頁]
衛生福利部 函
地址:115204 臺北市南港區忠孝東路6段488號
聯絡人:李沅樺
聯絡電話: (02) 8590-6666 分機: 7391
傳真: (02) 8590-7088
電子郵件: mdlyh@mohw.gov.tw
受文者:本部護理及健康照護司
發文日期:中華民國115年2月9日
發文字號:衛部醫字第1151661216號
速別:普通件
密等及解密條件或保密期限:
附件:勞動條3字第1140085979號函
主旨:有關醫事人員接受繼續教育時間納入工時及給予公假等情,
請查照。
說明:
一、依勞動部114年10月22日勞動條3字第1140085979號函(如附
件),勞動基準法所稱工作時間,指勞工於雇主指揮監督
下,於雇主之設施內或指定場所,提供勞務及受令等待提供
勞務之時間;爰事業單位要求勞工參加與業務有關之在職訓
練,其訓練時間應計入工作時間。
二、參考上開函示意旨,醫事人員依法應完成繼續教育積分所需
受訓時間,屬工作時間,並依勞工請假規則、公務人員請假
規則......等規定給予公假。個別醫事人員接受逾法定積分
數之繼續教育受訓時間,如符合上開勞動部函示所稱「業務
相關在職訓練」,亦請納入工作時間或給予公假。本部114
年12月26日衛部醫字第1141671119號函,應予補充。
檔 號:
保存年限:
第1頁 共2頁
■■■■■■■■■ 115.02.09
■■■■■■■■■ 115AG00249

[附件PDF第 2 頁]
三、副本抄送各地方衛生局,併請轉知轄內醫事機構。
正本:中華民國醫師公會全國聯合會、中華民國護理師護士公會全國聯合會、中華民國藥師
公會全國聯合會、中華民國聽力師公會全國聯合會、社團法人中華民國牙體技術師公
會全國聯合會、中華民國語言治療師公會全國聯合會、社團法人中華民國諮商心理師
公會全國聯合會、中華民國呼吸治療師公會全國聯合會、中華民國臨床心理師公會全
國聯合會、中華民國助產師助產士公會全國聯合會、中華民國營養師公會全國聯合
會、中華民國醫事放射師公會全國聯合會、社團法人中華民國醫事檢驗師公會全國聯
合會、社團法人中華民國職能治療師公會全國聯合會、社團法人中華民國物理治療師
公會全國聯合會、中華民國驗光師公會全國聯合會、中華民國牙醫師公會全國聯合
會、中華民國中醫師公會全國聯合會、中華民國藥劑生公會全國聯合會、中華民國醫
事檢驗生公會全國聯合會、中華民國物理治療生公會全國聯合會、中華民國驗光生公
會全國聯合會、台灣醫院協會、台灣醫學中心協會、中華民國區域醫院協會、台灣社
區醫院協會、中華民國診所協會全國聯合會、中華民國公立醫院協會、社團法人台灣
私立醫療院所協會
副本:地方政府衛生局、臺灣護理產業工會、本部護理及健康照護司、本部中醫藥司、本部
口腔健康司、本部心理健康司、本部附屬醫療及社會福利機構管理會(均含附件)
第2頁 共2頁

[附件PDF第 3 頁]
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
裝 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
訂 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
線 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
第 1 頁,共 1 頁
勞動部 函
地址:104472 台北市中山區松江路207號
承辦人:陳先生
電話:(02)8590-2731
受文者:衛生福利部
發文日期:中華民國114年10月22日
發文字號:勞動條3字第1140085979號
速別:普通件
密等及解密條件或保密期限:
附件:
主旨:有關護理人員參加在職訓練教育課程,應否計入工作時間
疑義案,復請查照。
說明:
一、復貴部114年10月15日衛部照字第1141561329號函(副
本)。
二、勞動基準法所稱工作時間,指勞工在雇主指揮監督之下,
於雇主之設施內或指定之場所,提供勞務及受令等待提供
勞務之時間。事業單位要求勞工參加與業務有關之在職訓
練課程,其訓練時間應計入工作時間。請轉知各醫療機構
依前開說明辦理。
正本:衛生福利部
副本:台灣護師醫療產業工會、勞動部勞動條件及就業平等司
檔 號:
保存年限:
■■■■■■■■■ 總收文 114.10.23
■■■■■■■■■ 1140146376",,https://nhplatform.mohw.gov.tw/dl-3700-9e8837b433964f0780f54fbc9183c6a2.html,https://nurse.mohw.gov.tw/lp-125-2.html
interp-0612,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,114-12-18,2025-12-18,,專科護理師甄審考試日期如與國軍後備軍人教育召集期間重疊，考生得依「國軍後備軍人教育召集訓練期間請假規定」，完成請假手續後如期應試,,,,,護理師、專科護理師、麻醉,完整附件公文,官方網頁附件已抽出正式函文，尾端含正本、副本、頁碼或署名等公文結尾資訊。,"[附件PDF第 1 頁]
衛生福利部 函
地址:115204 臺北市南港區忠孝東路6段488號
聯絡人:趙小姐
聯絡電話: 02-85907121
傳真: 02-85907072
電子郵件: nhchungmei@mohw.gov.tw
受文者:如正、副本行文單位
發文日期:中華民國114年12月18日
發文字號:衛部照字第1141561541號
速別:普通件
密等及解密條件或保密期限:
附件:
主旨:轉知專科護理師甄審考試日期如與國軍後備軍人教育召集期
間重疊,考生得依「國軍後備軍人教育召集訓練期間請假規
定」,完成請假手續後如期應試,請查照。
說明:
一、依據國防部全民防衛動員署114年11月3日國全動管字第
1140305638號函辦理。
二、旨案係國防部全民防衛動員署依考選部相關規定,認專科醫
師、專科護理師及專科社工師甄審非屬「專門職業及技術人
員考試法」所列考試,未符「後備軍人及補充兵免除本次教
育勤務點閱召集認定標準」第9條第1項第3款第2目規範,無
法免召;惟有關甄審考試日期與其教育召集期間之重疊日,
得依「國軍後備軍人教育召集訓練期間請假規定」,完成請
假手續後如期應試。
抄本
檔 號:
保存年限:
第1頁 共2頁

[附件PDF第 2 頁]
正本:認定訓練醫院、國立臺灣大學、國立陽明交通大學、國立成功大學、國立臺北護理健
康大學、國立臺中科技大學、慈濟學校財團法人慈濟大學、弘光科技大學、長庚學校
財團法人長庚科技大學、國防醫學大學、馬偕學校財團法人馬偕醫學大學、國立中興
大學
副本:社團法人台灣專科護理師學會、台灣麻醉專科護理學會、社團法人台灣專科護理師教
師學會
第2頁 共2頁",,https://nhplatform.mohw.gov.tw/dl-3599-e90aa127ca954e639f5d9e01570b28da.html,https://nurse.mohw.gov.tw/lp-125-2.html
interp-0613,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,114-08-21,2025-08-21,,勞動部說明勞動基準法第35條休息時間規定疑義,,,,,護理人員,完整附件公文,官方網頁附件已抽出正式函文，尾端含正本、副本、頁碼或署名等公文結尾資訊。,"[附件PDF第 1 頁]
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
裝 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
訂 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
線 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
第 1 頁,共 2 頁
勞動部 書函
地址:104472 台北市中山區松江路207號
承辦人:陳先生
電話:(02)8590-2731
受文者:衛生福利部
發文日期:中華民國114年4月14日
發文字號:勞動條3字第1140147895號
速別:普通件
密等及解密條件或保密期限:
附件:
主旨:所詢勞動基準法第35條休息時間規定疑義案,請查照。
說明:
一、復貴工會114年3月25日護師工會字第1140000006號函。
二、查勞動基準法(下稱本法)第35條規定:「勞工繼續工作四
小時,至少應有三十分鐘之休息。但實行輪班制或其工作
有連續性或緊急性者,雇主得在工作時間內,另行調配其
休息時間。」。護理人員如為因應病患照護需求,於繼續
工作4小時之際,無法給予連續30分鐘休息時,雇主得依該
條但書規定,於勞工工作時間內,另行調配休息時間,該
休息時間仍應至少一次給足30分鐘。惟於工作完成時,如
已逾原約定工作終止(下班)時間,且無繼續提供勞務之
必要,無庸另予休息時間。
三、復查本法所稱「工作時間」,係指勞工在雇主指揮監督之
下,於雇主之設施內或指定之場所,提供勞務或受令等待
提供勞務之時間;「休息時間」係指勞工得自雇主之指
揮、監督脫離,自由利用之時間。護理人員於休息時間,
如得依其個人意願自由選擇場所休息,縱未離開該工作場
檔 號:
保存年限:
9
■■■■■■■■■ 總收文 114.04.14
■■■■■■■■■ 1140115824

[附件PDF第 2 頁]
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
裝 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
訂 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
線 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
. 
第 2 頁,共 2 頁
所,仍屬休息時間。又如雇主未予護理人員休息,仍要求
其於工作場所內待命或提供勞務,該時段仍屬工作時間,
應依法給付工資;其逾法定正常工時工作者,雇主應依本
法第24條規定給付延時工資。
四、所詢疑義,仍應依個案事實釐清確明。勞工如認事業單位
有違反勞動法令之情事,可敘明該事業單位名稱、地址及
違法事實,就近洽當地勞工行政主管機關【直轄市、縣
(市)政府勞工局(處)或社會局(處)】申訴或撥打本部
1955專線,將有專人進一步協處。
正本:台灣護師醫療產業工會
副本:衛生福利部、勞動部職業安全衛生署、勞動部勞動條件及就業平等司
37",,https://nhplatform.mohw.gov.tw/dl-3456-b7b1e218109844d2a8613c9c024ad3c5.html,https://nurse.mohw.gov.tw/lp-125-2.html
interp-0614,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,114-08-08,2025-08-08,,聲明「乳房術後按摩」係屬醫療業務行為，醫療機構應善盡 督導責任，不得聘僱或容留未具醫事人員資格者擅自執行,,,,,,完整附件公文,官方網頁附件已抽出正式函文，尾端含正本、副本、頁碼或署名等公文結尾資訊。,"[附件PDF第 1 頁]
衛生福利部 函
地址:115204 臺北市南港區忠孝東路6段488號
聯絡人:賴專員
聯絡電話: (02)8590-6666 分機: 7383
傳真: (02)8590-7088
電子郵件:
受文者:本部護理及健康照護司
發文日期:中華民國114年8月1日
發文字號:衛部醫字第1141664202號
速別:普通件
密等及解密條件或保密期限:
附件:
主旨:聲明「乳房術後按摩」係屬醫療業務行為,醫療機構應善盡
督導責任,不得聘僱或容留未具醫事人員資格者擅自執行,
請查照並轉知所屬(轄)。
說明:
一、依據立法委員陳素月國會辦公室114年4月23日傳真函辦理。
二、按本部105年4月29日衛部照字第1050111425 號函略以,乳
癌義乳重建、隆乳、抽脂等整形相關乳房術後按摩,係為術
後併發症之預防,屬醫療行為範疇,應由醫師或在醫師指示
下由相關醫事人員依其各該專門職業法律所規定之業務於醫
療機構為之。
三、醫療機構聘僱或容留未具醫師以外之醫事人員資格者,執行
應由特定醫事人員執行之業務,依醫療法第103條第1項第3
款規定,處新臺幣5萬元以上25萬元以下罰鍰;而未具醫事
檔 號:
保存年限:
第1頁 共2頁
■■■■■■■■■ 114.08.01
■■■■■■■■■ 114AG01220

[附件PDF第 2 頁]
人員資格者擅自執行「乳房術後按摩」,最高依醫師法第28
條(密醫罪)處6個月以上5年以下有期徒刑,得併科新臺幣30
萬元以上150萬元以下罰金。
四、另,請地方政府衛生局加強督導所轄醫療機構,依法執行業
務。
正本:台灣醫院協會、中華民國診所協會全國聯合會、中華民國醫師公會全國聯合會、台灣
整形外科醫學會、台灣外科醫學會、地方政府衛生局
副本:本部護理及健康照護司
第2頁 共2頁",,https://nhplatform.mohw.gov.tw/dl-3448-b6a53d561a7f454b97d1cedce0eeeb76.html,https://nurse.mohw.gov.tw/lp-125-2.html
interp-0615,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,113-06-17,2024-06-17,,護理人員於醫師指示下執行X光照相業務疑義,,,,,護理人員、醫療輔助、病歷、麻醉,完整附件公文,官方網頁附件已抽出正式函文，尾端含正本、副本、頁碼或署名等公文結尾資訊。,"[附件PDF第 1 頁]
衛生福利部 函
地址:115204 臺北市南港區忠孝東路6段488號
聯絡人:林杰穎
聯絡電話:(02)8590-7114
傳真:(02)8590-7072
電子郵件:nhtracy1915@mohw.gov.tw
受文者:如正、副本行文單位
發文日期:中華民國113年6月17日
發文字號:衛部照字第1131560812號
速別:普通件
密等及解密條件或保密期限:
附件:
主旨:有關貴會函詢護理人員於醫師指示下執行X光照相業務疑義
案,復如說明,請查照。
說明:
一、復貴會112年11月2日核輻字第1120016729號函。
二、依護理人員法第24條第1項及第2項規定:「護理人員之業務
如下:一、健康問題之護理評估。二、預防保健之護理措
施。三、護理指導及諮詢。四、醫療輔助行為。前項第四款
醫療輔助行為應在醫師之指示下行之。」。再依本部90年3
月12日衛署醫字第0900017655號公告,護理人員法第24條第
1項第4款所稱醫療輔助行為之範圍即包含輔助施行放射線檢
查、治療。
三、另查本部107年5月10日衛部醫字第 1071662536 號函,略
以:「......二、醫師法第28條所稱『醫療業務』行為,係指
以治療、矯正或預防人體疾病、傷害、殘缺為目的,所為之
抄本
檔 號:
保存年限:
第1頁 共3頁

[附件PDF第 2 頁]
診察、診斷及治療;或基於診察、診斷結果以治療為目的,
所為處方、用藥、施術或處置等行為全部或一部的總稱。
另,醫療工作之診斷、處方、手術、病歷記載、施行麻醉之
醫療行為,係屬醫療業務之核心,應由醫師親自執行,其餘
醫療業務得由相關醫事人員依其各該專門職業法律所規定之
業務,依醫囑執行之。三、查醫事放射師法第12條規定,醫
事放射師業務如下:(一)放射線診斷之一般攝影。(二)
核子醫學體外檢查。(三)放射線診斷之特殊攝影及造影。
(四)放射線治療。(五)核子醫學診斷之造影及體內分析
檢查。(六)核子醫學治療。(七)磁振及非游離輻射診斷
之造影。(八)其他經中央衛生主管機關認定之項目。......
第一項各款所稱之攝影及造影,包括其影像之獲取、處理及
品質管理。四、X 光攝影過程中之擺位放片係為連續性之行
為,與影像之獲取、處理及品質管理具有關聯性,且 X 光
攝影涉及疾病之診斷,自屬於醫療業務,應由醫師親自操作
或由醫事放射師依醫事放射師法所規定之業務,依醫囑操
作。......。」
四、綜上,護理人員工作仍應以護理專業業務為範疇,倘涉及醫
事放射師法第12條規定業務安排,仍應依該法辦理。
正本:核能安全委員會
副本:本部醫事司
第2頁 共3頁

[附件PDF第 3 頁]
第3頁 共3頁",,https://nhplatform.mohw.gov.tw/dl-3094-6d906a5fd35e408ca3a84ebfae211ac6.html,https://nurse.mohw.gov.tw/lp-125-2.html
interp-0616,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,113-04-18,2024-04-18,,護理人員「抽取動脈血」之疑義,,,,,護理人員、護理師、醫療輔助、病歷、麻醉,完整附件公文,官方網頁附件已抽出正式函文，尾端含正本、副本、頁碼或署名等公文結尾資訊。,"[附件PDF第 1 頁]
衛生福利部 函
地址:115204 臺北市南港區忠孝東路6段488號
聯絡人:林杰穎
聯絡電話:(02)8590-7114
傳真:(02)8590-7072
電子郵件:nhtracy1915@mohw.gov.tw
受文者:如正、副本行文單位
發文日期:中華民國113年4月18日
發文字號:衛部照字第1130014333號
速別:普通件
密等及解密條件或保密期限:
附件:
主旨:有關貴會函詢「抽取動脈血」屬於何種執業範疇、是否為護
理業務並公告等案,復如說明,請查照。
說明:
一、復貴會113年4月12日臺護產工字第1130412001號函。
二、依據護理人員法第24條規定略以:「護理人員之業務如下:
一、健康問題之護理評估。二、預防保健之護理措施。三、
護理指導及諮詢。四、醫療輔助行為。前項第四款醫療輔助
行為應在醫師之指示下行之。...。」,所稱醫療輔助行為之
範圍,本部90年3月12日衛署醫字第0900017655號公告,包
含:輔助施行侵入性檢查及輔助施行侵入性治療、處置等。
再依本部98年11月30日衛署醫字第0980032955 號函釋,醫
療工作之診斷、處方、手術、病歷記載及施行麻醉等醫療行
為,係屬醫療業務之核心,應由醫師親自為之,其餘醫療輔
抄本
檔 號:
保存年限:
第1頁 共2頁

[附件PDF第 2 頁]
助行為得在醫師就特定病人診察後,由各該醫事人員本其專
門職業法規所規定之業務,依照醫囑執行之。
三、承上,針對動脈血抽取之行為,現行非屬醫師應親自執行之
醫療業務,倘醫院依臨床照護需求,透過教育訓練及技術評
核,指派相關醫事人員(如:護理師、醫事檢驗師)在醫師指
示下執行該項業務,尚無不可,惟醫院應負起醫療品質維護
之責。
四、本案相關資訊本部已放置護助e起來平台供瀏覽查詢。[查
詢路徑:護助e起來平台首頁
(https://nurse.mohw.gov.tw)/政策法規/法規解釋函
/人員執業]
正本:臺灣護理產業工會
副本:
第2頁 共2頁",,https://nhplatform.mohw.gov.tw/dl-3061-992e4155b83c45a685ce4b2c32915457.html,https://nurse.mohw.gov.tw/lp-125-2.html
interp-0617,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,113-02-21,2024-02-21,,醫療機構對於醫事人員接受在職教育之費用及差勤管理,,,,,口腔,完整附件公文,官方網頁附件已抽出正式函文，尾端含正本、副本、頁碼或署名等公文結尾資訊。,"[附件PDF第 1 頁]
衛生福利部 函
地址:115204 臺北市南港區忠孝東路6段488號
聯絡人:葉珍衣
聯絡電話:(02)8590-7423 分機:7423
傳真:(02)8590-7087
電子郵件:md11@mohw.gov.tw
受文者:本部護理及健康照護司
發文日期:中華民國113年2月20日
發文字號:衛部醫字第1131661284號
速別:速件
密等及解密條件或保密期限:
附件:
主旨:為提供醫事人員友善之在職教育環境,有關醫療機構對於醫
事人員接受在職教育之費用及差勤管理,詳如說明段,請查
照並轉知所屬醫療機構。
說明:
一、依據112年11月22日本部召開醫療工會意見交流會議之台灣
護師醫療產業工會建議辦理。
二、醫事人員若具公務人員身分,則依公務人員請假規則第4條
第6款規定:「公務人員有下列各款情事之一者,給予公
假。其期間由機關視實際需要定之:...六、奉派或奉准參加
與其職務有關之訓練進修,其期間在一年以內者。但公務人
員訓練進修法規另有規定者,從其規定。」,及依公務人員
訓練進修法第7條第1項與第12條第1項規定略以,公務人員
各種訓練之請假、津貼支給標準,應依各該訓練辦法或計畫
規定辦理;各機關學校選送或自行申請進修之核定與補助,
檔 號:
保存年限:
第1頁 共2頁
■■■■■■■■■ 113.02.20
■■■■■■■■■ 113AG00295

[附件PDF第 2 頁]
依全時進修、公餘或部分辦公時間進修之公務人員,於核定
進修期間,准予帶職帶薪或給予相關補助,或一定條件下,
得給予部分費用補助。至於未具公務人員身分之醫事人員,
可由醫療機構自行審酌參考前揭規定辦理。
正本:地方政府衛生局
副本:勞動部、本部護理及健康照護司、本部人事處、本部中醫藥司、本部口腔健康司、本
部心理健康司、本部綜合規劃司
第2頁 共2頁",,https://nhplatform.mohw.gov.tw/dl-3029-d09dcbcb19644e28a68b24f5bf598148.html,https://nurse.mohw.gov.tw/lp-125-2.html
interp-0618,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,112-12-19,2023-12-19,,醫療機構如有調動護理師工作之必要時，應依勞動基準法第10條之1規定辦理,,,,,護理人員、護理師,完整附件公文,官方網頁附件已抽出正式函文，尾端含正本、副本、頁碼或署名等公文結尾資訊。,"附件:醫療機構如有調動護理師工作之必要時,應依勞動基準法第10條之1規定辦理.pdf
[附件PDF第 1 頁]
衛生福利部 函
地址:115204 臺北市南港區忠孝東路6段488號
聯絡人:林杰穎
聯絡電話:(02)8590-7114
傳真:(02)8590-7072
電子郵件:nhtracy1915@mohw.gov.tw
受文者:如正、副本行文單位
發文日期:中華民國112年12月19日
發文字號:衛部照字第1121562065號
速別:普通件
密等及解密條件或保密期限:
附件:
主旨:轉知勞動部函,醫療機構如有調動護理師工作之必要時,應
依勞動基準法第10條之1規定辦理,請貴局函知轄下醫療機
構,以維護護理人員職場權益,請查照。
說明:
一、依據勞動部112年12月6日勞動關2字第1120145974號函辦
理。
二、勞動基準法第10條之1已就雇主調動勞工工作應遵循事項予
以明文規範,除不得違反勞動契約之約定外,並應就下列所
示原則綜合考量,而不得有權利濫用之情事:
(一)須基於企業經營上所必需,且不得有不當動機及目的:即
雇主調動之目的應具備正當性,不得藉此惡意逼迫勞工離
職或規避相關法律義務等。
(二)對勞工之工資及其他勞動條件,未作不利之變更:即雇主
抄本
檔 號:
保存年限:
第1頁 共3頁

[附件PDF第 2 頁]
提供調動後工作之工資及其他勞動條件,相較於原約定內
容不可有不利益之變更,例如被調動之勞工雖因部門間工
作性質、職務內容不同,而有部分獎金、津貼有所差異,
雇主仍須考量勞工過去工作資歷,提供相應職級之工資待
遇,避免前後工資有太大差距。
(三)調動後工作為勞工體能及技術可勝任:即雇主調動勞工工
作時,應先評估調動後工作所需體能負荷及技術類別,是
否為該勞工目前能力範圍所能勝任,若該勞工之體能或技
術確實有所不足,雇主於調動前應提供相關輔助措施或教
育訓練,使其得以勝任調動後之工作。
(四)調動工作地點過遠應予以必要之協助:即勞工調動後若因
工作地點變更,而有增加相當之通勤時間、距離及支付相
應通勤費用等情形,雇主須審酌個別勞工需要提供必要之
協助,例如發給交通費用相關補貼、住宿費用或安排交通
車等。
(五)須考量勞工及其家庭之生活利益等原則:即雇主調動勞工
工作時,尚須考量對其家庭生活所造成之影響程度,是否
已逾越一般社會通念,而非謂提供必要協助即可調動工
作。
三、醫療機構於調動護理人員時,因各科室運用專業醫療儀器設
備或有不同,所需具備專業技術亦可能不同,如需使護理人
第2頁 共3頁

[附件PDF第 3 頁]
員跨科調動,應先評估其有無具備該科室所需具備之知識、
技術,倘若該員無從事該科室之相關經驗及技術,應先提供
相關培訓,以避免發生勞資爭議及未來因而產生醫療糾紛。
四、另倘有護理人員與醫療機構因調動工作發生勞資爭議,得依
勞資爭議處理法第9條規定,向勞務提供地之地方政府提出
調解申請,以保障其權益,亦得依勞動事件法規定向雇主提
起確認調動無效或回復原職之訴,並得依該法第50條規定向
法院聲請保全程序,由法官裁定雇主應依原工作或兩造所同
意工作內容繼續僱用之定暫時狀態處分。
正本:基隆市衛生局、臺北市政府衛生局、新北市政府衛生局、桃園市政府衛生局、新竹縣
政府衛生局、新竹市衛生局、苗栗縣政府衛生局、臺中市政府衛生局、彰化縣衛生
局、南投縣政府衛生局、雲林縣衛生局、嘉義縣衛生局、嘉義市政府衛生局、臺南市
政府衛生局、高雄市政府衛生局、屏東縣政府衛生局、宜蘭縣政府衛生局、花蓮縣衛
生局、臺東縣衛生局、連江縣衛生福利局、金門縣衛生局、澎湖縣政府衛生局
副本:
第3頁 共3頁",,https://nurse.mohw.gov.tw/cp-125-1947-5fe4b-2.html,https://nurse.mohw.gov.tw/lp-125-2.html
interp-0619,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,112-12-14,2023-12-14,,醫事人員育嬰假超過1年以上應辦理歇業所需證明文件函示,,,,,執業執照、歇業、口腔,完整附件公文,官方網頁附件已抽出正式函文，尾端含正本、副本、頁碼或署名等公文結尾資訊。,"附件:醫事人員育嬰假超過1年以上應辦理歇業所需證明文件函示.pdf
[附件PDF第 1 頁]
衛生福利部 函
地址:115204 臺北市南港區忠孝東路6段488號
聯絡人:楊雅淳
聯絡電話:(02)8590-7389
傳真:(02)8590-7088
電子郵件:mdangel@mohw.gov.tw
受文者:本部護理及健康照護司
發文日期:中華民國112年12月8日
發文字號:衛部醫字第1121668892號
速別:普通件
密等及解密條件或保密期限:
附件:如說明二
主旨:有關醫事人員育嬰假超過1年以上應辦理歇業所需證明文件
疑義一案,詳如說明,請查照。
說明:
一、依立法委員王婉諭國會辦公室112年10月27日諭字第
1120000208號函辦理。
二、按受僱之醫事人員,依性別平等工作法第16條第1項規定
「受僱者任職滿6個月後,於每一子女滿3歲前,得申請育嬰
留職停薪,期間至該子女滿3歲止,但不得逾2年。同時撫育
子女2人以上者,其育嬰留職停薪期間應合併計算,最長以
最幼子女受撫育2年為限。」申請育嬰留職停薪期間逾1年
者,仍應依各該醫事人員專門職業法律辦理歇業,前經本部
(前身為行政院衛生署)102年3月4日衛署醫字第1020201143
號函釋在案(詳如附件)。
檔 號:
保存年限:
第1頁 共2頁
■■■■■■■■■ 112.12.08
■■■■■■■■■ 112AG02347

[附件PDF第 2 頁]
三、考量育嬰留職停薪,屬法律明文規定得申請之社會福利措
施,非屬實際離職,自應與員工離職而申請歇業不同,爰以
育嬰留職停薪申請歇業者,僅需填具申請書,檢附執業執照
及雇主同意留職停薪文件,無須檢附離職證明;各衛生局不
得有要求出具雇主離職證明,始受理申請之情事。
正本:地方政府衛生局
副本:立法委員王婉諭國會辦公室、本部國會聯絡組、本部中醫藥司、本部心理健康司、本
部口腔健康司、本部護理及健康照護司(均含附件)
第2頁 共2頁",,https://nurse.mohw.gov.tw/cp-125-1941-ff9f4-2.html,https://nurse.mohw.gov.tw/lp-125-2.html
interp-0620,衛福部護助e起來法規解釋函,,衛福部護助e起來 / 法規解釋函 / 人員執業,112-07-03,2023-07-03,,訂定「護理人員法第十二條所定其他經中央主管機關認可之機構」,,,,,護理人員、公共衛生,官方網頁文字,官方網頁未提供可抽文字的完整附件，保留網頁主內容或掃描附件摘要。,"資料發布日期:112-07-03

最後更新日期:113-11-18

依據:護理人員法第十二條。 
公告事項: 
一、依相關法令規定應或得配置護理人員執業之機關、機構或場所。 
二、衛生行政機關:中央或地方衛生行政機關。 
三、辦理護理相關教育及研究之學校、機構。 
四、試驗機構委託之管理機構(Site Management Organization,SMO):受試驗機構委託,為試驗機構執行政府機關核准之人體試驗計畫或臨床試驗計畫所需,提供試驗機構執行計畫之人員派駐、訓練及計畫管理服務之受託機構。 
五、法人、團體: 
(一)設立宗旨或任務與醫療照護或勞工健康服務相關,並受政府委託或補(捐)助辦理醫療照護、研究調查、公共衛生、勞工健康服務或其他相關任務之法人或團體。 
(二)符合「職業安全衛生顧問服務機構與其顧問服務人員之認可及管理規則」,並經勞動部認可之提供事業單位職業安全衛生相關技術性或專業性服務之法人或團體。",,https://nurse.mohw.gov.tw/cp-125-2194-2090d-2.html,https://nurse.mohw.gov.tw/lp-125-2.html
